FileName	CPPvoiceDet	CPPNOvoiceDet	Pitch	CPPfoVoiceDet
voice041	16.162056924893694	16.181694029219933	264.68767420636715	266.5996524389659
voice042	16.150997493055804	16.175547651890227	264.5751193241352	268.6457409301016
voice043	15.985947207347976	15.97117922844443	223.48394064693002	224.76621134465017
voice044	15.252392784609937	15.296044108941027	222.42308234739937	224.72950277337375
voice045	14.849478923169912	14.82121451066533	222.9645094465617	221.70079631592887
voice046	13.480379962875674	13.538541699249729	262.9092851650348	266.675524751653
voice047	13.032259027444121	13.026798988228144	263.4678729804897	266.88811478859856
voice048	13.436928216184706	13.426266567422843	264.5506015489554	266.5361226065341
voice049	19.44805785883641	19.523367681088178	147.74986499160238	149.92182216518123
voice050	19.182038919418556	19.318398564633426	146.5724724095882	145.40079623676343
voice051	18.719909620378253	18.692095446897017	146.05736509358957	146.76060638760646
voice052	13.315589179339192	13.299920953832162	137.89324179174957	139.4646904649335
voice053	13.503318083720956	13.457404294622098	137.22595204694764	138.81025438833655
voice054	14.707457312982251	14.697539029689292	136.376625354556	137.8394355144002
voice055	19.80864028842045	19.80589357280821	144.3614138981523	145.75909849806345
voice056	19.225572309763248	19.245490428529624	142.13184635071764	143.7539994938542
voice057	18.88437752455736	18.825052583690052	141.66696117133745	141.5785646744546
voice058	13.336216027370119	13.359314876683676	272.6098208872312	268.49016163304776
voice059	13.45558842784429	13.462767771785405	272.8533854640925	272.0683708845991
voice060	12.937737250511553	12.953174363565212	274.65677133498696	273.608858147144
voice061	17.108555957029747	17.100238553341853	209.31837646873123	206.02466709940202
voice062	18.160495366962138	18.198621309863174	209.5799246143509	208.71186971465494
voice063	18.157201649169995	18.122103173192688	209.62227345871491	211.04026384271882
voice064	15.606885023838727	15.630669872640734	230.0938113832755	253.07834640513596
voice065	13.845281302624599	13.8699334896185	242.07673667343212	249.1529689056691
voice066	13.705491394243227	13.764048681795746	249.70221028266087	124.36846983664925
voice067	16.827589903125	16.81143230461714	133.8616251910855	136.41021945333281
voice068	18.235645751306045	18.196004760213174	132.78950503338635	133.0136633256744
voice069	17.24939043343383	17.255817126002384	133.219534609485	133.11745029703854
voice070	18.56368917464623	18.544997945159214	152.32830302087504	152.83368784994755
voice071	18.464568812556582	18.485056413671796	152.07820483357753	152.52561928675678
voice072	18.579342804681882	18.548014621183377	151.45093734492434	150.2769379639846
voice073	3.8090961903359286	3.7791542561047744	95.99311523775775	235.30159187787044
voice074	11.764845592528504	9.916662418784684	248.5724567244258	238.15822868979149
voice075	10.465259151788612	10.484721611064447	127.27720256075237	256.46231196723386
voice076	16.83320209291478	16.84287309216218	188.51534994783643	188.97628347161324
voice077	16.773487933150143	16.702065418021675	189.89257453515725	190.023885505833
voice078	16.73268519956426	16.78727329074975	190.73066280381275	186.58558665578178
voice079	15.511587439265554	15.468323383412358	119.83857654554036	118.30289661821324
voice080	14.50871608564155	14.515416370005509	118.72187285980382	115.54732573438217
voice081	14.677439102860616	14.68461323441359	119.39650691845074	119.73891010471252
voice082	19.646698000937917	19.55342031565963	154.001116737863	154.25521016976674
voice083	19.865490186549774	19.932791420153826	153.11581703543325	153.4339737582834
voice084	19.259948076389623	19.323924761795165	151.80157039755602	148.04503732775694
voice085	14.18599847731286	13.575322676582916	199.24409501006713	201.17262278926344
voice086	13.809866148796313	13.756594302552198	192.06426242960976	190.28246896573884
voice087	13.512418149779332	13.540695270763488	188.96492850145248	189.65172898401082
voice088	13.202862670690264	13.202862670690264	94.97610873703431	97.38276321535064
voice089	12.714821881965067	12.681127703743217	94.50993839646293	95.29745115071724
voice090	12.652171100633465	12.591084158996907	95.14684614589366	93.86661755294233
voice091	17.360218882834165	17.352453507378026	147.38799004561193	148.50470805348397
voice092	16.741127664141647	16.751286226859005	145.562340532128	145.86881836202468
voice093	16.952776762326955	16.973113350901798	144.68677668610178	145.9665872812263
voice094	16.73241108888994	16.711259596877586	164.03356585210923	164.63750547988968
voice095	16.425181528316916	16.42825058113496	164.16983462897707	162.57619952622602
voice096	16.67796742376547	16.696827581356033	163.38156389267326	163.29535836427385
voice097	13.901800730892992	13.975618947668197	136.15631844608032	88.7052208153137
voice098	14.527124522773606	14.480859175174908	177.3770122273592	177.284542163662
voice099	14.55068973666764	14.54463592552712	176.30232555250416	178.53341384762723
voice100	9.264703152158646	9.31436641177861	127.83067202331196	90.69891100875154
voice101	12.692209031137669	12.63430765979299	168.94813573802386	192.37464310041767
voice102	17.629803268335824	17.52243205280039	181.60746250309188	176.56422090849173
voice103	11.285364825258455	11.330735955438737	188.59745672155378	187.89214728969284
voice104	11.06427168023105	11.024196899000316	185.8739715510365	186.3906187797787
voice105	11.817820393931862	11.841749170057527	186.75450675656407	189.02338281076612
voice106	13.843767359946588	13.807281072979391	228.39958346463425	226.064382691947
voice107	13.424506714723575	13.417713138376966	228.31668121680912	230.3217719989166
voice108	13.2869386053096	13.315208581497604	228.47651455369206	226.68479091621862
voice109	12.115680801647903	12.096132797275573	297.90517112625764	298.67039719275056
voice110	12.184539053239295	12.18394587404815	297.1787328843077	296.3378726602726
voice111	11.83891879025741	11.9134393803668	297.17589123873444	289.1951029509496
voice112	15.550234533868755	15.531003535774776	210.7174102820117	211.3786770549381
voice113	12.804793805720509	12.82891664890612	209.5584032549225	210.73110391365321
voice114	12.824376903058273	12.827811862220566	209.77861372174556	210.7014269369345
voice115	17.595675809807357	17.59686437284641	181.77378797543307	178.92547558334547
voice116	17.740716253583965	17.76828426055805	181.04565292752514	176.78713817468673
voice117	17.861793866532057	17.946133242657872	181.0075315086419	180.0995240811609
voice118	13.297149805520396	13.313411312373509	201.8853214037668	202.24667985995936
voice119	13.446020385444994	13.461469754212942	201.58787339385825	201.58945368312635
voice120	13.093345220596822	13.103654374846625	201.76035130270745	201.62894953908
voice121	13.944622249343883	13.965840490038723	212.80013547951543	210.52219634886285
voice122	12.926248168188891	12.914343219443117	212.64551912370206	211.75111330361509
voice123	12.066784087892385	12.163350843477424	212.55064595668128	214.12169841934633
voice124	12.729972171177147	12.68341902330868	237.0421415577718	233.69989747465047
voice125	12.802670391568588	12.759446300998624	237.42451727484178	118.47144326531584
voice126	12.735747783626097	12.774031974192122	236.61458405477498	116.93605364511394
voice127	15.30677136147029	15.31982329582325	219.79955678448778	219.582633754088
voice128	14.926827197595319	14.954293486602245	219.41026459167657	219.42313256504636
voice129	15.379311370546345	15.427952716804713	220.15988579308902	216.32907975225865
voice130	12.723996279410642	12.72035746000844	214.1329221982331	214.80277099657968
voice131	12.965519426954117	13.137299782200566	213.99808387017902	215.4067171342388
voice132	12.446166321344919	12.688034947438236	213.4510367777297	215.35351878305732
voice133	17.17088852160903	17.18512387759007	215.76184655103026	215.93501237799225
voice134	15.886723846613664	15.904396345122073	216.5379320115267	219.93184813098418
voice135	17.189638045446536	17.255530712220175	216.85772631706072	214.54815582624698
voice136	13.98157856002231	14.013070022096592	233.34124185462503	230.73971265865364
voice137	14.856589545306603	14.827004927531597	233.34043675951307	232.86083630843905
voice138	13.662530007689014	13.671339486091021	233.5289301735867	234.7224502085568
voice139	13.74886944651682	13.729185148252625	198.54523709577967	197.2077037833238
voice140	14.20178783491882	14.194285762036563	199.09914508826932	197.8188920660572
voice141	13.891995133190862	13.867843878254774	199.2967190871621	201.4183067124635
voice142	13.021561797026914	13.033801025993313	224.52996864978235	224.72281443874087
voice143	12.887239743688871	12.954280396628596	227.1029106345199	224.54393826865726
voice144	13.312060932246105	13.310155003934293	229.44817540603566	228.75493520646864
voice145	12.128487298957008	12.147240233122869	185.4934438713009	183.508220133461
voice146	12.786773519053304	12.73721663421899	186.62159146512866	185.632331335
voice147	13.853303971462214	13.87781159867674	187.64874322716452	186.73704084755218
voice148	15.316874648298448	15.321242209446389	221.7005972144576	218.93944832590086
voice149	14.545983808062864	14.461027204818986	211.41950464330202	225.2689004805009
voice150	9.829005133924046	9.808330028616025	109.48550844175189	218.1680452521424
voice151	14.243528128681772	14.225737468676487	225.21124563926958	226.02531429881802
voice152	13.529691831491553	13.544695448679464	224.6081781890828	225.2610688916762
voice153	13.637212930888454	13.611823777244801	226.2590311787571	229.70778563204146
voice154	13.915496076403874	13.90533901245374	221.3924772278329	219.67340002902725
voice155	14.881592998985482	14.889684464372861	221.70283257199432	218.3490713157537
voice156	13.8867564336489	13.853771129764043	220.31914340823135	218.5238085178585
voice157	15.460834229750146	15.428505291817022	253.10504516620742	261.5576248371802
voice158	15.661831685780543	15.615010947596463	253.24225161510415	248.52266154477206
voice159	15.235424658634098	15.194943890608812	252.99430882920373	253.39977111890735
voice160	13.055916914716956	13.164227554110619	370.6714970635898	186.43595681593726
voice161	13.569460827460148	13.574712386038176	368.2190311863726	187.05392076257812
voice162	12.760829963477232	12.797828609530558	368.31050854566115	184.08595088225223
voice163	12.035515130742503	12.034069370747513	193.71105293297578	196.68810213656275
voice164	12.837110711608526	12.889021322514994	193.89891775397615	192.19927648436607
voice165	13.086884389969647	13.032944918222713	194.09121899655526	193.38030203814768
voice166	17.21508585989338	17.23486625106163	113.75446625394945	114.25833709946585
voice167	17.18471258935271	17.220099039630735	143.62718779406896	143.07263573328828
voice168	12.165356059437334	12.199659680796813	191.69563781883136	195.12216382860916
voice169	15.729727147807726	15.694288958288007	163.05507002116883	163.93266390019394
voice170	19.23036496137031	19.314760887798872	115.21166830187155	116.93160863074267
voice171	13.80946687298759	13.809742425721124	102.8764096225207	102.68692098193048
voice172	15.463993809316536	15.511213503142868	188.9288184561119	185.6115174306288
voice173	13.421865810028187	13.409769685428651	163.76269015615532	160.3989126128323
voice174	16.231446118190057	16.15857682380781	230.2414839168828	228.85346569504495
voice175	16.758304163946573	16.839453847535914	173.18957893271866	174.8148856972966
voice176	16.943726399068982	17.020501397468994	111.16277605199129	110.48509073542192
voice177	16.02570321682047	15.954450266701787	211.52766583771407	204.8600164059915
voice178	14.352023980128598	14.360441481403301	192.25379040571787	194.27096948636293
voice179	16.16103757380111	16.133445410369465	121.38135758836562	119.68278573966182
voice180	12.092864608604978	12.116574090873323	201.73886868509115	99.5455255508489
voice181	15.237001764842297	15.216150880239885	95.86727492129425	95.46231405891133
voice182	17.87204101190747	17.898624833566952	244.38623250503704	240.2243121647331
voice183	14.203933973603267	14.203933973603267	77.0813299406954	76.56966042583932
voice184	11.528758882878012	11.505068751148656	171.27607900861685	168.643147016115
voice185	12.497330648712955	12.496779193010028	234.90914637684864	233.75025850885535
voice186	14.728840293155214	14.73007672330591	248.10684766843278	251.42475121295652
voice187	15.342970370966036	15.32449178080017	146.8746312768545	146.93182306641668
voice188	20.33147422550977	20.33493928373166	160.3905254438111	160.768169920052
voice189	13.073929371085297	13.096324249184208	116.18679648397602	226.86814833904623
voice190	16.391738889618118	16.396365875215576	100.74169724954328	100.40795744951832
voice191	16.39229014576613	16.35691679507908	190.60712215437206	190.3909935216397
voice192	16.649054808081843	16.59000598214181	141.12142242409726	141.0248904811945
voice193	17.303090714616747	17.219263591601823	207.35167325692066	206.3058895718184
voice194	20.53011279463169	20.448310284150697	116.85145802317507	115.68015692865777
voice195	10.193645227481156	10.144248246195671	219.2458815374563	221.00858224660155
voice196	19.806067877755943	19.765316952946968	153.1284048501621	153.33993599642227
voice197	17.08654759217441	17.13398164170629	93.44109076463859	93.80192633656823
voice198	18.03339952693551	18.015608111704953	224.11030986686217	225.0449582110032
voice199	17.30690352587986	17.307942587248274	120.75373925249936	120.85505694806923
voice200	11.498776168833183	11.424111183050051	191.2162299546977	108.87856773859706
voice201	11.69232081438339	11.726360941475019	186.2057020924583	199.1821458658963
voice202	15.298243204707221	15.278353230835112	197.98214087575448	201.2887767626063
voice203	16.760372659705244	16.761836220396642	180.0141830078711	176.9405231177304
voice204	18.61177033626012	18.582321690030987	119.54719544144419	120.85123493884426
voice205	18.91621700066172	18.94386748401455	145.70975188770845	146.0647468725281
voice206	12.867399356589564	12.865102451009626	231.38571626757022	233.18803732261244
voice207	12.554313317610191	12.576309076673015	186.28771154125886	186.94398554778923
voice208	17.475578249646873	17.576498200252782	226.59252009234996	227.95400388159248
voice209	12.928736577668559	12.921444199306508	128.23797729324954	128.28340300219486
voice210	15.142530828479885	15.218101920185047	146.3840803481702	147.43268038326192
voice211	13.469264546398202	13.488401125023232	193.51714353876253	191.16011260768252
voice212	11.514985812752586	11.515432794963802	66.61646876132464	135.56118764052874
voice213	14.431505373957814	14.414291270930276	217.23673900429472	214.72959934450003
voice214	18.920134429178304	18.89603060995179	175.1052295574473	173.23007974923732
voice215	17.69199005645675	18.116400267989196	146.06302171355793	166.7424283074991
voice216	13.389874776216624	13.382268116352904	150.83279858746818	152.75545194477897
voice217	16.694700003302014	16.68188847423177	155.66628385875538	157.48121850091013
voice218	14.019562746565354	14.028596239579683	182.78086534458035	180.1154723923077
voice219	13.939521939893908	13.894244935960879	225.80316728338704	227.00271037434004
voice220	17.43926345579128	17.42214560863204	172.09831195767597	173.5299552516109
voice221	18.223877257035824	18.28628720238838	164.44248583922078	161.45743462047523
voice222	15.189898895280251	15.160863225128452	167.12402773417023	169.97750784162406
voice223	20.837242153175726	20.820818641422232	147.11064211862322	145.2588131670514
voice224	14.298776092631877	14.316169878518535	183.85124337452865	185.0027233997187
voice225	15.411595904429273	15.345914146951046	149.73513261705375	150.1685940836956
voice226	16.29700449929326	16.246362184687648	179.3099439343996	179.6894813548349
voice227	21.2350107718504	21.20161236346309	137.5044518097018	137.62197910468967
voice228	9.93842917578645	9.941147435367252	114.31848171784968	138.58264340788443
voice229	16.31605971932585	16.334164771456468	168.7353265343979	165.87061338355895
voice230	17.503001332443596	17.540513254545576	149.4642043147167	147.84191285023857
voice231	15.074857890845005	15.066952027193823	170.37106550599137	168.3017725515373
voice232	17.776480839903705	17.734026015091683	106.90519447293813	107.69835557011837
voice233	18.603633020736403	18.60083608218414	149.67408533090602	148.56951189730788
voice234	19.039763073039335	19.02853503155824	131.71058330786738	131.12583680380322
voice235	13.667967856353505	13.71786750718521	200.05173927875353	199.32859535053103
voice236	12.938608033185847	13.02227675131517	258.13163477119343	257.3446184236286
voice237	8.916581928645472	8.890486524000996	295.9883777294905	295.02887931669846
voice238	13.764421889816495	13.741254248232178	155.03113875991684	150.85656537382636
voice239	16.257844076072267	16.39942665715011	261.69065052429835	267.4227175659991
voice240	13.451905723400118	13.54521846295347	229.71307995297622	118.63517019594887
voice241	6.696122699054034	6.462738258145865	138.77265034783989	118.75611437891907
voice242	12.011843494225126	12.017412625517402	182.62330995810723	175.99747002917002
voice243	14.50805854915243	14.546238108632162	156.7250340682016	156.29759346952838
voice244	8.682298149249556	8.675095100278044	166.00368580486557	210.91731775577242
voice245	5.147217934265717	3.888624805247104	180.62572487480782	318.88704450895216
voice246	4.686070100074555	4.733367364440588	540.7787989079825	135.2757361797098
voice247	7.077861948920481	5.822094742327514	109.98123377575492	107.13657412503854
voice248	15.240613986036006	15.27063936687845	191.86138909980428	190.43332834112226
voice249	15.49960003926538	15.555586265365445	274.8891233425827	274.05718187329205
voice250	12.451143588223257	12.451143588223257	69.96487777340546	201.41822890001276
voice251	12.339627533956863	12.290619906417067	226.96917098144084	226.1247104891187
voice252	10.10742414692823	10.191793513239869	246.63624967914006	248.14051269196244
voice253	13.95624745716378	13.971609977311386	231.97186094864875	230.89937904359263
voice254	11.542309233370192	11.542309233370192	107.98388422676389	109.19459245543239
voice255	11.759903480355495	11.749032389923846	98.02175463041128	69.06771333195472
voice256	10.767271567986104	10.786098384742036	130.05339064625903	129.21448859271223
voice257	9.458758147078411	9.5134753754951	121.47110032592529	170.1638650741786
voice258	16.779066020841753	16.7182641554573	156.90213385262942	157.76166011125696
voice259	10.918612324405341	10.919774249211812	149.77785899066743	143.61401950243956
voice260	9.604482696583785	9.595530453035305	103.78565144570962	210.6044050019833
voice261	8.725611923432844	8.68977533744259	224.74121749567524	226.34798890851263
voice262	8.375963082982294	8.384034837568548	300.8395855085348	294.992954340019
voice263	19.787747844976316	19.730865985873876	150.59709190137974	148.10101392162994
voice264	13.48231755097786	13.524934538462475	107.95947303255303	108.26648882721871
voice265	11.932940989266548	11.893796500983205	79.84171185617014	159.00458598014436
voice266	9.948932070968707	9.930257165210966	219.12490886733204	222.7684145657706
voice267	15.013098437936303	14.91601033419872	186.2146913022445	186.7598215575441
voice268	9.462693214677131	9.464012486307203	287.87307680393076	288.8344610235168
voice269	5.144112252607745	4.816569712120299	155.32594385253554	111.04396462860015
voice270	10.061557484536818	10.011057376888838	221.8456376136919	227.99254185239886
voice271	7.874674266604317	7.8787956022384815	111.50704084320986	141.73683971993816
voice272	11.720582265992826	11.77121594688155	136.3088783306985	160.31135365759295
voice273	14.702918002596737	14.761865562229582	154.3539133052224	150.33863370112073
voice274	14.482768427514745	14.480660598637265	217.77275234986763	214.88181386283915
voice275	15.94603176260144	15.959893557395931	199.62457700356632	203.92113503151924
voice276	13.537312191151257	13.532843715149378	191.75110487482365	191.20796254248006
voice277	18.382770580817265	18.407370185930144	136.22892269355162	169.76887838377345
voice278	13.998932956657328	14.019138980665003	187.9163716728153	190.0563665963307
voice279	16.838171438895714	16.760512564328828	200.09775287335648	197.82582612255243
voice280	18.000739534049536	17.994001775404975	139.39648871527984	139.65761587171036
voice281	10.126621832678115	10.123372700758607	84.87543977602772	167.62884253410934
voice282	16.030922533558776	16.041282581005373	228.91543026688288	230.698230906907
voice283	15.237255264672484	15.183511859969695	251.88274481176643	253.34047458852635
voice284	6.061899404377161	6.06407004252302	100.75978100175689	190.8639030675563
voice285	4.563100918156695	4.203557217869661	174.10291113754852	175.11115482673918
voice286	4.070937561851572	3.853709383177016	413.09372552072404	322.5806451612903
voice287	17.734912940821456	17.66559199466539	171.5354488044944	170.1437614949114
voice288	7.406798120741028	7.401129618308483	428.93436592914463	221.31071434612045
voice289	8.185157366367001	8.02916369561255	269.31037900779273	160.38467519369152
voice290	16.434008975769206	16.41074723832134	141.99531438996908	145.0841516079683
voice291	14.579434438880652	14.532448031211219	161.58424971922642	186.62459291687523
voice292	6.400539092280271	6.367177280207193	255.4399373377577	247.3857442672701
voice293	12.516156490286907	12.576021337197817	228.90265228479154	232.16240709501642
voice294	6.926700676348089	7.023038575137927	172.9029631883167	257.61200437665804
voice295	11.69059925334792	11.668301082179477	216.42484130175157	215.01768398034662
voice296	10.080839102385442	10.055728618602261	107.8452237590455	214.20919265929336
voice297	5.2778204657014065	5.52377650289895	106.69525593642369	322.5806451612903
voice298	15.204380196806623	15.32223865686881	205.03088693909262	205.00300318303815
voice299	18.55959796905493	18.50877226037211	173.74003666321647	174.1594759992105
voice300	12.230625362368361	12.25796543363185	150.1187322495972	149.9713595131167
voice301	13.3157703473632	13.405578748183963	248.70341392958167	245.79056661385022
voice302	13.901269047941	13.943670058573312	193.75356903364533	191.13339826353757
voice303	6.829005189253809	6.882117493419789	111.02237509697551	70.78525432002954
voice304	14.58026321462182	14.645552224093885	258.9592317942287	259.9097253008053
voice305	15.82132198850263	15.824388394333583	194.5117367024262	193.90559535976936
voice306	15.793332911931886	15.824618532763143	116.13213841216526	115.04923732490705
voice307	11.01375286089987	11.010206450336968	351.70367821718787	322.5806451612903
voice308	14.556967967545432	14.535276701212368	284.31029720976574	283.8626035273821
voice309	9.02237557059615	9.00476963193307	216.34231196383212	214.12582792903027
voice310	16.106729702214967	16.09248427779848	253.07084741593175	254.0130236626271
voice311	20.98859519089126	21.02922011761198	106.78481727081378	108.15545442500041
voice312	10.340023515026191	10.291804977160588	154.44367028380802	217.74014122715175
voice313	10.847499893067939	10.823212611460326	218.3780898461484	213.97105642110228
voice314	12.762442816546463	12.805747982787864	219.86907184678188	216.14358250357986
voice315	14.115167197574337	14.16427781027235	233.6171281138896	239.91131806471873
